county_fips,mal_rate_increase_pct,covered_base_acres
37171,10.007318790699,49393.16
37179,10.0179850745159,389888.86
37181,10.0249232453575,27785.29
37183,10.0114643616864,54747.54
37185,10.0197723168448,60889.88
37191,10.0082776474265,430200.71
37193,10.0027027305242,19040.3
37195,10.0038288892961,383201.86
37197,10.0085736306652,41481.3005
38001,10.1609076172566,919521.08
38003,10.0184954469875,3195451.38
38005,10.0379905133078,3181387.08
38007,10.1049499661423,281679.26
38009,10.2882170449314,3091262.42
38011,10.3353347070821,805571.84
38013,10.6561227022459,1405352.76
38015,10.1816148140981,1591585.25
38017,10.0043725352629,7757693.64
38019,10.0584619290649,3240371.29
38021,10.0053311754175,3341764.64
38023,10.4264677898985,2242685.11
38025,10.052379695149,1031086.02
38027,10.102888147301,865937.62
38029,10.0459961790008,2584910.24
38031,10.0116857022262,2129533.76
38033,10.6838930198842,645278.98
38035,10.0291317196919,4607099.07
38037,10.0971705915003,1642918.9
38039,10.0167849684731,1830515.3
38041,10.0842621030686,1732452.59
38043,10.0846856523317,1922450.08
38045,10.0050084286084,4002956.17
38047,10.045121587928,1116908.58
38049,10.0872751952829,2256598.89
38051,10.041455493296,1323740.69
38053,10.2603822956735,1405874.66
38055,10.4832756959243,2935694.07
38057,10.2028847178076,802892.26
38059,10.0832026825916,1679094.18
38061,10.8777693527978,1700125.37
38063,10.0643997463572,1541790.06
38065,10.1991047995842,640349.01
38067,10.0484889278531,1904952.59
38069,10.1044560793763,1677680.64
38071,10.0382029275629,2301345.63
38073,10.0077352737228,2483853.99
38075,10.428264490114,1828715.08
38077,10.0035296391171,5192457.13
38079,10.1459004055506,1177732.3
38081,10.003437448122,2972899.15
38083,10.0718506627951,988869.72
38085,10.0404578253095,472612.36
38087,10.3565044080287,804330.06
38089,10.0665787474269,1522339.9
38091,10.0098071657562,2524397.07
38093,10.0140856211182,6297318.83
38095,10.1138588120651,1797327.23
38097,10.0118490185896,1845835.85
38099,10.040896281079,2044277.34
38101,10.3885708096833,3273243.49
38103,10.0487758678179,2416801.75
38105,10.3037801718348,3388492.55
39005,10.0049752541576,290634.68
39007,10.0035072927561,170078.36
39017,10.0039773203795,224495.82
39019,10.003739627966,76109.71
39029,10.0061218266075,195171.65
39031,10.0017410537607,172604.09
39043,10.0041530679764,318382.99
39045,10.0046076127013,540986.42
39067,10.0025208331858,22588.96
39075,10.0030198856073,117944.6
39077,10.0058263017288,794009.6506
39081,10.002822319829,14764.45
39083,10.0034916604106,401754.19
39093,10.0056155802923,343897.015
39099,10.006276924891,133656.53
39103,10.0056660568111,178954.93
39105,10.0031346903888,25972.9
39115,10.0033138521375,19360.55
39117,10.0046034244398,517804.784500001
39119,10.0029819428914,112866.5418
39133,10.0060095874861,118078.92
39135,10.0029695659302,676899.94
39143,10.0036543155197,713335.64
39147,10.0043201097998,1435631.15
39151,10.0050154556169,192751.7685
39155,10.0039999250135,167496.89
39157,10.0028332083293,135075.63
39159,10.0040573442454,1013700.503955
39167,10.0026719437684,52915.41
39169,10.00428722161,441211.6387
40003,10.0589984719729,1066191.83
40007,10.0441967533167,1161675.1648
40011,10.0590690863093,1490935.44399
40015,10.0402424108222,645923.450909
40017,10.0582217264706,709329.29
40025,10.0283847506407,1302159.44017
40031,10.0575963765229,227546.08
40033,10.0590890635304,391479.990000001
40035,10.0304769274335,92697.75
40039,10.0584874837188,559857.709
40043,10.0595807567343,1052588.6427
40045,10.0568450644751,933054.25
40047,10.0587650101333,1388695.523972
40051,10.0544694182446,306616.8217
40053,10.0579464372567,1660573.97596
40055,10.0577118852511,736004.39
40059,10.0587154732233,773624.2
40065,10.0593279157144,1400422.12
40071,10.0539293028247,1542534.33
40073,10.0592132266003,1035231.745593
40075,10.0547316479129,560016.14
40083,10.0585445363142,186195.92
40093,10.0574701399067,1088882.23
40103,10.0548002529877,318956.21
40113,10.0449214720517,81591.97
40129,10.0551008941724,356632.34506
40139,10.0326842437271,2017720.39
40141,10.0549232934492,881286.91209
40149,10.0501133000406,1062496.53
40151,10.0596583460711,512028.65
40153,10.0591681716114,831935.300000001
41001,10.043992212868,24317.04
41013,10.0552154581896,3153.28
41021,10.0739982967554,466756.2
41025,10.0071366248236,27105.25
41031,10.0550453322312,63197.86
41035,10.025468637993,48364.73
41037,10.0257673212155,45761.8
41045,10.1081531193049,102670.79
41049,10.0588040996674,1581364.39
41053,10.0513266665598,23703.62
41055,10.0557429989359,850686.75
41059,10.1562608623575,5637809.28
41061,10.068484657597,554522
41063,10.045555263439,158118.01
41065,10.0583167998459,386556.88
41067,10.0841896691297,36206.63
41071,10.053937901272,48603.25
42001,10.009912724248,127103.001
42005,10.0035765816306,44777.84
42007,10.0049775631939,14455.266
42009,10.0014806521212,86839.66852
42011,10.0059649459635,187195.56
42013,10.0005787290856,82305.8892
42015,10.000036580019,69710.188
42017,10.0053012755776,66304.08
42019,10.0044771731629,83031.937
42021,10.0053556702967,71871.9
42025,10.0083823630254,18812.07
42027,10.0039034191914,114674.832
42029,10.0043687553218,94704.64
42031,10.0039285144159,23115.15
42033,10.001180023353,15632.233
42037,10.0055612361834,122341.72
42039,10.002041672987,136529.21
42041,10.0051149555893,143721.28703
42043,10.0048503254089,103121.302102
42049,10.0030557257229,62407.940546
42051,10.0023174999083,42546.28
42055,10.0026900934431,186029.651447
42057,10.0037586525666,41593.15
42061,10.0020310621367,93907.0236
42063,10.0018878452135,85812.1200000001
42065,10.0026600460852,19108.09
42067,10.003285331164,69855.32421
42071,10.0020877090209,216163.17
42073,10.0035097709183,76507.2155
42075,10.0037775752749,64295.37
42077,10.0072910403258,103564.48
42079,10.0068635552358,41186.41
42081,10.0012546949563,41946.61
42085,10.0030100234436,166066.68
42087,10.0021147943367,48553.3412
42089,10.0070647337222,25439.6
42091,10.0064578866144,22296.83
42093,10.0034668305221,48904.9
42095,10.0061963508325,126984.03
42097,10.0039038326627,169371.51362
42099,10.0069099938844,95369.023022
42105,10.0012585685551,15014.2
42107,10.0062143885252,101816.55
42109,10.0025873915128,61352.2535
42111,10.000566820193,57937.95
42117,10.0003386040045,39072.19
42119,10.0030683871949,46649.5885
42121,10.0019134742832,16054.88
42125,10.0052863039277,7326.48
42129,10.0038897439127,78197.95
42133,10.0070931217282,395211.63
45007,10.0254838563203,27898.7231
45009,9.98252092274689,146546.625935
45023,10.0198513302596,12551.31
45025,10.013714329641,73629.06
45027,10.0056353422574,595919.83
45029,9.99818597370704,119293.53
45031,10.0092878649511,579043.4
45041,10.0036333557,375156.03
45061,10.0117847089456,485162.75
45069,10.0052423758346,265337.405
45071,10.0163461407909,52292.71
45075,10.0034653294343,615876.02
45083,10.0107302286182,10447.55
45085,10.0094878569973,516540.69
46003,10.0062793990676,809214.44
46005,10.0038454441645,3177838.73
46007,10.1159388241216,348473.95
46009,10.000887214301,1606970.49
46011,10.0010109571941,2594224.38
46013,10.001372817773,5655961.23
46015,10.0065100992168,1529217.6
46017,10.0102398059921,464772.79
46019,10.0384512159429,191539.42
46021,10.0211314363563,1205681.78
46023,10.0079809005196,2734304.75
46025,10.0040604741226,2508454.75
46029,10.0046527664594,1801826.37
46031,10.0343374090617,882531.01
46033,10.0351538049414,26242.98
46035,10.0021348939743,1005119.47
46037,10.0053713626285,2474137.89
46039,10.0031137337338,1612135.15
46041,10.0366706327805,534402.21
46043,10.002667490786,1212421.47
46045,10.0103723637367,1613464.58
46047,10.0328033397409,64153.48
46049,10.0126010243612,1296011.66
46051,10.0036581347258,1689280.73
46053,10.0054096702514,993784.51
46055,10.0438996318136,627945.59
46057,10.001287874413,1706693.12
46059,10.0094932335429,2809817.58
46061,10.0015092968386,655502.4
46063,10.1217473039708,392217.56
46065,10.0537066604883,1187535.01
46067,10.0007354041257,2758781.64
46069,10.022996927069,721119.35
46071,10.0485675708916,242055.19
46073,10.0052464122216,836829.84
46075,10.0582572456939,526668.33
46077,10.0018565967729,2740074.46
46079,10.0005265297069,2222844.95
46083,10.0000399353344,2220154.19
46085,10.0448524306195,1287935.88
46087,10.0003270930844,830261.21
