market,bank_type,observations,banks,years,simulation_draws_per_market,excluded_gh_instruments,mean_rate_coefficient,mean_rate_coefficient_se,ag_interaction_coefficient,ag_interaction_se,random_rate_sd_price,random_rate_sd_ag_interaction,valid_margin_observations,excluded_negative_or_undefined_margins,mean_structural_margin,median_structural_margin,p10_structural_margin,p90_structural_margin,gmm_objective,converged,hansen_statistic,hansen_df,hansen_p_value,sigma_at_zero_boundary,weighting_matrix_condition_number,parameter_covariance_condition_number
ag_production,nonag_banks,53805,5626,32,20,6,-234.07812963418118,222.54006852890365,2.578171793901792,4.881040586986633,132.0483458100618,4.929218400156225,48947,4858,0.023791343579502813,0.008225696247803045,0.0056679464053067665,0.024630015639422596,8.965198341861482,True,8.965198341861482,2,0.011303993926013925,False,80827314.75705223,27409948.79358383
ag_production,ag_banks,45223,3114,32,20,6,-231.4999578402794,227.16093438415677,2.578171793901792,4.881040586986633,132.0483458100618,4.929218400156225,42995,2228,0.02023364267519458,0.008873013571539492,0.006351179535488425,0.021031259367026205,8.965198341861482,True,8.965198341861482,2,0.011303993926013925,False,80827314.75705223,27409948.79358383
ag_production,all_banks_pooled,99028,7248,32,20,6,-232.90075896088047,,2.578171793901792,4.881040586986633,132.0483458100618,4.929218400156225,91942,7086,0.02212764961612664,0.008561985347544463,0.005965160446696848,0.022794378276070646,8.965198341861482,True,8.965198341861482,2,0.011303993926013925,False,80827314.75705223,27409948.79358383


